10.45	0.0222	0.2855	1.7	2.116319
11.45	0.0435	0.3006	5.1	7.1987106
12.45	0.0521	0.3256	8.3	9.1852342
13.45	0.1006	0.3670	68.1	47.092023
14.45	0.1193	0.3080	96.4	38.568774
15.45	0.0823	0.2947	6.9	14.628932
16.45	0.1057	0.3110	12	36.132005
17.45	0.1458	0.2499	66	33.187857
18.45	0.1069	0.2713	115.9	23.000502
19.35	0.2176	0.2988	39.8	71.297668
10.45	0.0254	0.3263	1.7	4.0162958
11.45	0.0587	0.3179	5.1	10.462883
12.45	0.0446	0.2979	8.3	4.3634656
13.45	0.1302	0.3280	68.1	42.858246
14.45	0.1122	0.3255	96.4	40.29028
15.45	0.1071	0.2781	6.9	20.216928
16.45	0.0799	0.3807	12	54.549223
17.45	0.1262	0.3206	66	41.050362
18.45	0.1491	0.3374	115.9	57.74114
19.35	0.1131	0.3547	39.8	56.235861
10.6	0.1518	0.3178	35.4	74.547906
11.6	0.3370	0.3377	127.2	143.53033
12.6	0.2186	0.3182	66.1	79.77038
13.6	0.2432	0.3275	68.9	98.570845
14.6	0.3607	0.2950	248.6	116.32996
15.6	0.3575	0.3476	59.2	161.11557
16.3	0.4181	0.3115	52.6	147.25706
17.6	0.0763	0.2962	134.7	31.503977
18.6	0.1532	0.2738	147.9	41.338452
19.4	0.1821	0.3566	152.8	117.43337
10.6	0.194	0.313	35.4	53.480376
11.6	0.273	0.357	127.2	104.52643
12.6	0.306	0.345	66.1	113.67828
13.6	0.215	0.370	68.9	76.298925
14.6	0.257	0.329	248.6	111.90606
15.6	0.416	0.340	59.2	133.73901
16.3	0.218	0.373	52.6	131.97303
17.6	0.074	0.366	134.7	87.156071
18.6	0.093	0.366	147.9	79.071251
19.4	0.097	0.348	152.8	80.995274
10.6	0.2012	0.311	35.4	73.441
11.6	0.2834	0.356	127.2	133.570
12.6	0.3006	0.349	66.1	135.965
13.6	0.2206	0.368	68.9	111.929
14.6	0.2969	0.321	248.6	122.120
15.6	0.4128	0.343	59.2	176.411
16.3	0.2470	0.364	52.6	149.796
17.6	0.0814	0.357	134.7	48.171
18.6	0.1105	0.351	147.9	76.810
19.4	0.1043	0.342	152.8	60.734
